movieId,title,release_date,overview,popularity,vote_average,vote_count,tmdb_id
1422,Murder at 1600 (1997),4/18/1997,"A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit.",3.6247,6.07,555,9415
1423,Hearts and Minds (1996),12/20/1974,"Many times during his presidency, Lyndon B. Johnson said that ultimate victory in the Vietnam War depended upon the U.S. military winning the ""hearts and minds"" of the Vietnamese people. Filmmaker Peter Davis uses Johnson's phrase in an ironic context in this anti-war documentary, filmed and released while the Vietnam War was still under way, juxtaposing interviews with military figures like U.S. Army Chief of Staff William C. Westmoreland with shocking scenes of violence and brutality.",1.5506,7.7,90,42449
1425,Fierce Creatures (1997),1/23/1997,"Ex-policeman Rollo Lee is sent to run Marwood Zoo, the newly acquired business of a New Zealand tycoon. In order to meet high profit targets and keep the zoo open, Rollo enforces a new 'fierce creatures' policy, whereby only the most impressive and dangerous animals are allowed to remain in the zoo. However, the keepers are less enthusiastic about complying with these demands.",3.7665,6.2,365,12145
1426,Zeus and Roxanne (1997),1/24/1997,"Mary Beth is a marine biologist that gets annoyed when a dog called Zeus stows aboard her research boat. Nevertheless she is intrigued when the intrusive canine makes best-friends with her captive dolphin, Roxanne. She falls in love with Zeus's owner, Terry, a musician who rides a bike.",0.7384,5.2,82,42424
1427,Turbulence (1997),1/9/1997,"On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew.",1.1929,5.343,261,34314
1428,Angel Baby (1995),10/26/1995,Two schizophrenics meet during therapy and fall in love. Unfortunately they are on a road to nowhere...,0.4773,6.6,20,2892
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),5/10/1985,A U.S. Navy submarine captain tries to prevent the Soviets from trying to launch World War III.,0.4122,5,1,396869
1430,Underworld (1996),9/19/2003,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",6.6597,6.838,6353,277
1431,Beverly Hills Ninja (1997),1/17/1997,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",2.6836,5.657,795,9622
1432,Metro (1997),1/16/1997,"Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars.",1.639,5.712,579,8860
1437,"Cement Garden, The (1993)",2/20/1993,"After the death of her husband, the mother of Julie, Jack, Sue and Tom begins to suffer from a mysterious illness. Aware that she is going to have to go into hospital she opens a bank account for the children, so that they can be financially self-sufficient and will be able to avoid being taken into care by the authorities. Unfortunately she also dies and Julie and Jack (the older, teenage children) decide to hide her body in the basement so that they can have free reign of their household. Soon Tom has taken to dressing as a girl whilst Sue has become increasingly reticent, confiding only to her diary, meanwhile Jack and Julie sense an attraction developing for each other. However Julie's new beau, Derek, threatens to unearth the many dark secrets within this family as he becomes increasingly suspicious of Jack.",0.9194,6.769,104,14832
1438,Dante's Peak (1997),2/7/1997,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",5.2413,6.2,1942,9619
1439,Meet Wally Sparks (1997),1/31/1997,Wally Sparks is a tabloid TV show reporter who's trying to boost ratings on his show. He goes to the governor's mansion to uncover a sex scandal.,1.7904,4.706,51,40506
1440,Amos & Andrew (1993),3/5/1993,"When Andrew Sterling, a successful black urbanite writer, buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men, Chief Tolliver realizes his mistake and to avoid the bad publicity offers a thief in his jail, Amos Odell a deal.",1.516,5.416,163,31000
1441,Benny & Joon (1993),4/16/1993,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,2.0004,7,791,4104
1442,Prefontaine (1997),1/24/1997,"It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...",2.2535,6.567,82,26306
1445,McHale's Navy (1997),6/25/1964,The crew of PT-73 get into trouble when they back the wrong horse in a race. Now they have to come up with a way to raise the money to pay off the winners.,0.3566,4.6,14,54295
1446,Kolya (Kolja) (1996),5/15/1996,"After a fictitious marriage with a Russian emigrant, Cellisten Louka, a Czech man, must suddenly take responsibility for her son. However, it’s not long before the communication barrier is broken between the two new family members.",1.6282,7.339,192,784
1447,Gridlock'd (1997),1/29/1997,"After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, as they are shuffled from one office to another while being chased by drug dealers and the police.",2.2067,6.664,223,12489
1449,Waiting for Guffman (1996),8/21/1996,Aspiring director Corky St. Clair and the marginally talented amateur cast of his hokey small-town musical production go overboard when they learn that Broadway theater agent Mort Guffman will be in attendance.,1.8733,7,255,16448
1453,"Beautician and the Beast, The (1997)",2/7/1997,A New York City beautician is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.,1.205,6.715,356,17894
1454,SubUrbia (1997),4/13/1984,"When household tensions and a sense of worthlessness overcome Evan, he finds escape when he clings with the orphans of a throw-away society. The runaways hold on to each other like a family until a tragedy tears them apart.",2.0753,6.7,88,28054
1456,"Pest, The (1997)",11/14/2024,"In the wake of the Kangfu Pharmaceutical director's death, three men from very different backgrounds find their lives spiraling into crisis. Desperate for a way out, they join forces to steal the factory’s most prized possession—a legendary century-old wild ginseng—in a daring attempt to change their fates.",1.9325,0,0,1384408
1457,Fools Rush In (1997),2/14/1997,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",3.6659,6.482,570,1968
1458,Touch (1997),5/12/2009,"Jonard is having trouble making ends meet. His mother is suffering from depression, and he and his sister are forced to quit school in order to take care of her. One day, Jonard meets up his friend Rodel, and Rodel introduces him to the world of massage parlors. Rodel teaches him massage, and brings him to Heavenly Touch, a syndicate-run massage parlor that mostly caters to homosexuals.",5.1623,5.931,51,179387
1459,Absolute Power (1997),2/14/1997,"A master thief coincidentally is robbing a house where a murder—in which the President of the United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.",1.8942,6.7,1149,66
